failure_id,machine_id,failure_date,detection_method,failure_type,failure_severity,root_cause,repair_start,repair_end,mttr_hours,parts_replaced,parts_cost_eur,labor_hours,labor_cost_eur,production_loss_eur,total_cost_eur,technician_id,preventable,notes
F-00200,M-047,2024-09-27 00:00:00,QUALITY_ISSUE,SOFTWARE,MINOR,WEAR,2024-09-27 00:00:00,2024-09-27 02:27:29,2.46,5,11794.61,3.19,270.77,2844.02,14909.4,TECH-02,False,Intervention sur CNC - SOFTWARE
F-00201,M-047,2024-12-13 00:00:00,ALARM,SENSOR,CRITICAL,DESIGN_FLAW,2024-12-13 00:00:00,2024-12-13 00:54:43,0.91,4,11581.8,1.47,124.74,1637.91,13344.45,TECH-16,True,Intervention sur CNC - SENSOR
F-00202,M-047,2025-03-17 00:00:00,OPERATOR_REPORT,HYDRAULIC,MAJOR,SENSOR_DRIFT,2025-03-17 00:00:00,2025-03-17 04:13:24,4.22,5,10493.55,5.11,434.2,6003.87,16931.63,TECH-09,True,Intervention sur CNC - HYDRAULIC
F-00203,M-047,2025-06-25 00:00:00,SCHEDULED_CHECK,HYDRAULIC,MAJOR,VIBRATION,2025-06-25 00:00:00,2025-06-25 07:17:29,7.29,5,10660.33,10.92,928.34,19750.38,31339.05,TECH-05,True,Intervention sur CNC - HYDRAULIC
F-00204,M-047,2025-08-06 00:00:00,QUALITY_ISSUE,SOFTWARE,CRITICAL,DESIGN_FLAW,2025-08-06 00:00:00,2025-08-06 05:46:31,5.78,5,2668.45,10.65,905.49,7815.24,11389.17,TECH-24,False,Intervention sur CNC - SOFTWARE
F-00205,M-048,2024-04-02 00:00:00,SCHEDULED_CHECK,HYDRAULIC,MAJOR,SENSOR_DRIFT,2024-04-02 00:00:00,2024-04-02 03:20:02,3.33,3,4187.2,6.24,530.27,3976.1,8693.57,TECH-18,False,Intervention sur CNC - HYDRAULIC
F-00206,M-048,2024-06-15 00:00:00,SCHEDULED_CHECK,MECHANICAL,MINOR,DESIGN_FLAW,2024-06-15 00:00:00,2024-06-15 04:28:14,4.47,4,8307.35,8.87,753.73,7015.29,16076.37,TECH-25,False,Intervention sur CNC - MECHANICAL
F-00207,M-049,2024-02-10 00:00:00,OPERATOR_REPORT,PNEUMATIC,CRITICAL,VIBRATION,2024-02-10 00:00:00,2024-02-10 02:44:11,2.74,3,6616.34,4.62,393.07,4951.85,11961.25,TECH-08,False,Intervention sur CNC - PNEUMATIC
F-00208,M-050,2024-03-11 00:00:00,QUALITY_ISSUE,SOFTWARE,CRITICAL,VIBRATION,2024-03-11 00:00:00,2024-03-11 05:14:43,5.25,1,5765.89,8.76,744.38,15374.65,21884.92,TECH-05,True,Intervention sur CNC - SOFTWARE
F-00209,M-050,2024-07-03 00:00:00,QUALITY_ISSUE,HYDRAULIC,MINOR,OVERHEATING,2024-07-03 00:00:00,2024-07-03 03:33:37,3.56,1,13241.02,5.83,495.95,3748.2,17485.16,TECH-09,True,Intervention sur CNC - HYDRAULIC
F-00210,M-050,2024-08-12 00:00:00,SCHEDULED_CHECK,SOFTWARE,MAJOR,OPERATOR_ERROR,2024-08-12 00:00:00,2024-08-12 01:11:42,1.2,4,8137.76,1.6,135.78,1279.3,9552.85,TECH-18,False,Intervention sur CNC - SOFTWARE
F-00211,M-050,2024-11-20 00:00:00,SCHEDULED_CHECK,PNEUMATIC,MAJOR,OPERATOR_ERROR,2024-11-20 00:00:00,2024-11-20 02:10:53,2.18,5,13220.76,3.38,287.06,4973.26,18481.08,TECH-08,True,Intervention sur CNC - PNEUMATIC
F-00212,M-050,2025-02-14 00:00:00,QUALITY_ISSUE,HYDRAULIC,MAJOR,ELECTRICAL_SHORT,2025-02-14 00:00:00,2025-02-14 05:07:30,5.13,1,5486.33,8.07,686.27,5210.26,11382.86,TECH-25,False,Intervention sur CNC - HYDRAULIC
F-00213,M-050,2025-04-22 00:00:00,QUALITY_ISSUE,SENSOR,CRITICAL,ELECTRICAL_SHORT,2025-04-22 00:00:00,2025-04-22 01:20:26,1.34,1,2867.41,2.4,203.97,2385.94,5457.32,TECH-14,True,Intervention sur CNC - SENSOR
F-00214,M-051,2024-04-06 00:00:00,QUALITY_ISSUE,SENSOR,MINOR,OPERATOR_ERROR,2024-04-06 00:00:00,2024-04-06 01:42:47,1.71,3,12875.49,2.31,196.0,2705.49,15776.98,TECH-23,False,Intervention sur CNC - SENSOR
F-00215,M-051,2024-05-30 00:00:00,ALARM,HYDRAULIC,CRITICAL,OPERATOR_ERROR,2024-05-30 00:00:00,2024-05-30 06:44:41,6.74,2,10870.34,12.02,1021.45,9885.31,21777.11,TECH-11,False,Intervention sur CNC - HYDRAULIC
F-00216,M-051,2024-08-07 00:00:00,QUALITY_ISSUE,PNEUMATIC,CRITICAL,LUBRICATION,2024-08-07 00:00:00,2024-08-07 01:39:37,1.66,3,1312.56,3.02,256.95,1897.57,3467.07,TECH-13,True,Intervention sur CNC - PNEUMATIC
F-00217,M-051,2024-09-21 00:00:00,QUALITY_ISSUE,SOFTWARE,MAJOR,ELECTRICAL_SHORT,2024-09-21 00:00:00,2024-09-21 03:02:04,3.03,3,11679.44,4.91,417.07,8995.23,21091.74,TECH-06,True,Intervention sur CNC - SOFTWARE
F-00218,M-051,2024-12-30 00:00:00,OPERATOR_REPORT,SENSOR,CRITICAL,ELECTRICAL_SHORT,2024-12-30 00:00:00,2024-12-30 00:34:41,0.58,5,14612.47,0.8,68.25,1080.14,15760.86,TECH-04,False,Intervention sur CNC - SENSOR
F-00219,M-051,2025-03-01 00:00:00,SCHEDULED_CHECK,MECHANICAL,MINOR,WEAR,2025-03-01 00:00:00,2025-03-01 07:48:46,7.81,1,4106.47,12.5,1062.53,18531.59,23700.59,TECH-12,True,Intervention sur CNC - MECHANICAL
F-00220,M-051,2025-06-28 00:00:00,QUALITY_ISSUE,SENSOR,MAJOR,VIBRATION,2025-06-28 00:00:00,2025-06-28 01:40:58,1.68,3,12180.12,2.61,221.85,2332.3,14734.28,TECH-02,False,Intervention sur CNC - SENSOR
F-00221,M-051,2025-10-26 00:00:00,ALARM,PNEUMATIC,CRITICAL,DESIGN_FLAW,2025-10-26 00:00:00,2025-10-26 02:08:00,2.13,2,7291.72,4.04,343.48,4687.86,12323.06,TECH-15,False,Intervention sur CNC - PNEUMATIC
F-00222,M-051,2025-12-28 00:00:00,OPERATOR_REPORT,SENSOR,MINOR,DESIGN_FLAW,2025-12-28 00:00:00,2025-12-28 00:46:41,0.78,4,12924.02,1.42,120.46,1150.0,14194.48,TECH-07,False,Intervention sur CNC - SENSOR
F-00223,M-052,2024-04-10 00:00:00,ALARM,ELECTRICAL,CRITICAL,OPERATOR_ERROR,2024-04-10 00:00:00,2024-04-10 01:58:04,1.97,2,12610.3,2.57,218.08,5405.52,18233.9,TECH-04,True,Intervention sur CNC - ELECTRICAL
F-00224,M-052,2024-07-22 00:00:00,ALARM,SOFTWARE,MINOR,OPERATOR_ERROR,2024-07-22 00:00:00,2024-07-22 02:30:53,2.51,1,9286.33,3.16,268.65,7193.81,16748.78,TECH-15,True,Intervention sur CNC - SOFTWARE
F-00225,M-052,2024-10-06 00:00:00,OPERATOR_REPORT,SENSOR,CRITICAL,DESIGN_FLAW,2024-10-06 00:00:00,2024-10-06 00:35:14,0.59,1,8170.8,1.05,89.25,1567.85,9827.91,TECH-04,True,Intervention sur CNC - SENSOR
F-00226,M-052,2025-01-12 00:00:00,SCHEDULED_CHECK,PNEUMATIC,MINOR,OPERATOR_ERROR,2025-01-12 00:00:00,2025-01-12 02:15:02,2.25,4,6520.18,2.89,245.71,5125.29,11891.18,TECH-04,True,Intervention sur CNC - PNEUMATIC
F-00227,M-052,2025-03-06 00:00:00,SCHEDULED_CHECK,SENSOR,MAJOR,CALIBRATION,2025-03-06 00:00:00,2025-03-06 01:09:52,1.16,3,5069.75,2.32,197.29,1920.65,7187.69,TECH-20,True,Intervention sur CNC - SENSOR
F-00228,M-052,2025-06-16 00:00:00,OPERATOR_REPORT,SENSOR,MINOR,VIBRATION,2025-06-16 00:00:00,2025-06-16 01:56:32,1.94,3,6257.81,3.46,294.07,5761.22,12313.1,TECH-01,False,Intervention sur CNC - SENSOR
F-00229,M-052,2025-08-13 00:00:00,OPERATOR_REPORT,ELECTRICAL,MAJOR,SENSOR_DRIFT,2025-08-13 00:00:00,2025-08-13 01:03:54,1.07,2,8566.68,2.07,175.7,1394.68,10137.07,TECH-05,False,Intervention sur CNC - ELECTRICAL
F-00230,M-052,2025-10-28 00:00:00,QUALITY_ISSUE,SENSOR,MINOR,EXTERNAL_FACTOR,2025-10-28 00:00:00,2025-10-28 01:21:12,1.35,1,1619.42,1.98,167.95,2659.91,4447.28,TECH-20,False,Intervention sur CNC - SENSOR
F-00231,M-052,2025-12-01 00:00:00,ALARM,SOFTWARE,MINOR,EXTERNAL_FACTOR,2025-12-01 00:00:00,2025-12-01 05:20:19,5.34,1,6797.41,10.38,882.28,6625.96,14305.65,TECH-21,False,Intervention sur CNC - SOFTWARE
F-00232,M-053,2024-03-10 00:00:00,OPERATOR_REPORT,SENSOR,CRITICAL,CALIBRATION,2024-03-10 00:00:00,2024-03-10 00:49:52,0.83,3,11107.89,1.26,106.99,1571.98,12786.86,TECH-13,True,Intervention sur CNC - SENSOR
F-00233,M-053,2024-04-25 00:00:00,ALARM,HYDRAULIC,MAJOR,CALIBRATION,2024-04-25 00:00:00,2024-04-25 03:20:42,3.35,5,11720.46,4.36,370.86,4247.51,16338.84,TECH-07,True,Intervention sur CNC - HYDRAULIC
F-00234,M-053,2024-06-25 00:00:00,OPERATOR_REPORT,MECHANICAL,MAJOR,VIBRATION,2024-06-25 00:00:00,2024-06-25 03:35:51,3.6,3,5796.38,4.87,413.55,6076.43,12286.36,TECH-20,False,Intervention sur CNC - MECHANICAL
F-00235,M-053,2024-10-12 00:00:00,ALARM,ELECTRICAL,MAJOR,WEAR,2024-10-12 00:00:00,2024-10-12 03:46:21,3.77,3,1744.31,6.76,574.54,5606.51,7925.36,TECH-23,True,Intervention sur CNC - ELECTRICAL
F-00236,M-053,2024-12-20 00:00:00,OPERATOR_REPORT,PNEUMATIC,MAJOR,EXTERNAL_FACTOR,2024-12-20 00:00:00,2024-12-20 01:25:25,1.42,5,8457.6,2.42,205.54,4249.33,12912.48,TECH-02,False,Intervention sur CNC - PNEUMATIC
F-00237,M-053,2025-02-09 00:00:00,SCHEDULED_CHECK,MECHANICAL,CRITICAL,WEAR,2025-02-09 00:00:00,2025-02-09 03:42:14,3.7,3,6135.35,5.25,446.15,10016.45,16597.96,TECH-21,False,Intervention sur CNC - MECHANICAL
F-00238,M-053,2025-04-09 00:00:00,OPERATOR_REPORT,PNEUMATIC,CRITICAL,LUBRICATION,2025-04-09 00:00:00,2025-04-09 01:58:09,1.97,5,3383.69,3.89,330.34,4177.68,7891.7,TECH-10,False,Intervention sur CNC - PNEUMATIC
F-00239,M-054,2024-04-02 00:00:00,SCHEDULED_CHECK,PNEUMATIC,MAJOR,WEAR,2024-04-02 00:00:00,2024-04-02 01:42:38,1.71,5,14689.52,2.43,206.59,1922.92,16819.04,TECH-09,True,Intervention sur CNC - PNEUMATIC
F-00240,M-054,2024-05-21 00:00:00,ALARM,HYDRAULIC,MAJOR,ELECTRICAL_SHORT,2024-05-21 00:00:00,2024-05-21 03:36:52,3.61,5,9570.11,5.0,424.59,5352.16,15346.86,TECH-11,False,Intervention sur CNC - HYDRAULIC
F-00241,M-054,2024-08-28 00:00:00,ALARM,ELECTRICAL,MINOR,EXTERNAL_FACTOR,2024-08-28 00:00:00,2024-08-28 01:24:56,1.42,2,10724.48,2.29,194.83,1798.69,12718.0,TECH-11,True,Intervention sur CNC - ELECTRICAL
F-00242,M-055,2024-04-11 00:00:00,QUALITY_ISSUE,SENSOR,MINOR,ELECTRICAL_SHORT,2024-04-11 00:00:00,2024-04-11 01:35:26,1.59,2,13261.91,2.44,207.03,2898.91,16367.85,TECH-25,True,Intervention sur CNC - SENSOR
F-00243,M-055,2024-05-24 00:00:00,QUALITY_ISSUE,ELECTRICAL,CRITICAL,DESIGN_FLAW,2024-05-24 00:00:00,2024-05-24 03:17:14,3.29,5,3866.65,5.75,488.96,5649.37,10004.98,TECH-16,False,Intervention sur CNC - ELECTRICAL
F-00244,M-055,2024-07-16 00:00:00,ALARM,PNEUMATIC,CRITICAL,OVERHEATING,2024-07-16 00:00:00,2024-07-16 01:03:52,1.06,2,4412.95,1.63,138.47,2644.9,7196.32,TECH-15,False,Intervention sur CNC - PNEUMATIC
F-00245,M-055,2024-11-11 00:00:00,OPERATOR_REPORT,HYDRAULIC,MINOR,OVERHEATING,2024-11-11 00:00:00,2024-11-11 05:59:34,5.99,4,10942.91,9.08,771.9,17249.2,28964.02,TECH-15,True,Intervention sur CNC - HYDRAULIC
F-00246,M-055,2025-01-11 00:00:00,SCHEDULED_CHECK,SENSOR,MAJOR,VIBRATION,2025-01-11 00:00:00,2025-01-11 01:38:51,1.65,4,3252.83,2.56,217.32,4562.25,8032.4,TECH-10,True,Intervention sur CNC - SENSOR
F-00247,M-055,2025-05-09 00:00:00,QUALITY_ISSUE,SENSOR,MAJOR,SENSOR_DRIFT,2025-05-09 00:00:00,2025-05-09 01:15:03,1.25,4,8988.99,2.4,203.68,2618.08,11810.75,TECH-01,True,Intervention sur CNC - SENSOR
F-00248,M-055,2025-08-05 00:00:00,OPERATOR_REPORT,SENSOR,CRITICAL,OPERATOR_ERROR,2025-08-05 00:00:00,2025-08-05 00:59:10,0.99,3,10816.31,1.31,111.58,2432.27,13360.16,TECH-03,False,Intervention sur CNC - SENSOR
F-00249,M-055,2025-11-08 00:00:00,ALARM,SENSOR,MINOR,WEAR,2025-11-08 00:00:00,2025-11-08 01:52:06,1.87,4,10063.19,2.47,209.64,5114.94,15387.78,TECH-10,False,Intervention sur CNC - SENSOR
F-00250,M-057,2024-03-07 00:00:00,QUALITY_ISSUE,SOFTWARE,CRITICAL,LUBRICATION,2024-03-07 00:00:00,2024-03-07 00:34:01,0.57,5,7715.6,0.91,77.08,1483.03,9275.71,TECH-22,False,Intervention sur CNC - SOFTWARE
F-00251,M-058,2024-03-29 00:00:00,OPERATOR_REPORT,PNEUMATIC,MINOR,SENSOR_DRIFT,2024-03-29 00:00:00,2024-03-29 02:45:51,2.76,1,12391.76,3.78,320.99,3786.26,16499.01,TECH-05,True,Intervention sur CNC - PNEUMATIC
F-00252,M-058,2024-07-22 00:00:00,ALARM,SENSOR,MAJOR,EXTERNAL_FACTOR,2024-07-22 00:00:00,2024-07-22 01:07:31,1.13,3,10245.31,1.9,161.56,2681.94,13088.82,TECH-02,True,Intervention sur CNC - SENSOR
F-00253,M-058,2024-09-28 00:00:00,QUALITY_ISSUE,HYDRAULIC,MINOR,LUBRICATION,2024-09-28 00:00:00,2024-09-28 03:28:25,3.47,2,2450.91,6.1,518.39,5380.14,8349.45,TECH-20,True,Intervention sur CNC - HYDRAULIC
F-00254,M-059,2024-02-13 00:00:00,SCHEDULED_CHECK,SENSOR,MAJOR,DESIGN_FLAW,2024-02-13 00:00:00,2024-02-13 01:31:58,1.53,5,14801.04,2.19,186.3,3399.68,18387.02,TECH-20,False,Intervention sur CNC - SENSOR
F-00255,M-059,2024-03-30 00:00:00,OPERATOR_REPORT,SENSOR,MAJOR,OVERHEATING,2024-03-30 00:00:00,2024-03-30 00:46:11,0.77,2,10774.51,1.53,129.79,772.3,11676.6,TECH-20,False,Intervention sur CNC - SENSOR
F-00256,M-059,2024-06-20 00:00:00,SCHEDULED_CHECK,MECHANICAL,CRITICAL,OVERHEATING,2024-06-20 00:00:00,2024-06-20 04:00:09,4.0,3,11957.83,5.79,492.05,8059.06,20508.95,TECH-11,False,Intervention sur CNC - MECHANICAL
F-00257,M-059,2024-09-30 00:00:00,ALARM,SENSOR,MINOR,OPERATOR_ERROR,2024-09-30 00:00:00,2024-09-30 01:53:00,1.88,5,7380.26,2.31,196.66,2394.78,9971.7,TECH-11,False,Intervention sur CNC - SENSOR
F-00258,M-059,2024-12-21 00:00:00,SCHEDULED_CHECK,SOFTWARE,CRITICAL,VIBRATION,2024-12-21 00:00:00,2024-12-21 00:36:10,0.6,3,8872.27,0.88,75.1,1707.78,10655.15,TECH-01,False,Intervention sur CNC - SOFTWARE
F-00259,M-059,2025-03-09 00:00:00,SCHEDULED_CHECK,SOFTWARE,MAJOR,OVERHEATING,2025-03-09 00:00:00,2025-03-09 04:48:10,4.8,4,4970.08,9.06,770.06,11621.46,17361.6,TECH-08,False,Intervention sur CNC - SOFTWARE
F-00260,M-059,2025-06-04 00:00:00,ALARM,HYDRAULIC,CRITICAL,SENSOR_DRIFT,2025-06-04 00:00:00,2025-06-04 03:47:08,3.79,4,6934.72,4.62,392.55,7439.98,14767.25,TECH-24,False,Intervention sur CNC - HYDRAULIC
F-00261,M-061,2024-03-12 00:00:00,OPERATOR_REPORT,ELECTRICAL,CRITICAL,ELECTRICAL_SHORT,2024-03-12 00:00:00,2024-03-12 01:17:41,1.29,1,1030.01,1.96,166.19,3534.19,4730.39,TECH-22,True,Intervention sur CNC - ELECTRICAL
F-00262,M-061,2024-05-23 00:00:00,SCHEDULED_CHECK,PNEUMATIC,MAJOR,DESIGN_FLAW,2024-05-23 00:00:00,2024-05-23 02:29:27,2.49,3,9763.34,3.41,289.64,3490.32,13543.3,TECH-25,False,Intervention sur CNC - PNEUMATIC
F-00263,M-061,2024-09-15 00:00:00,SCHEDULED_CHECK,MECHANICAL,MINOR,LUBRICATION,2024-09-15 00:00:00,2024-09-15 03:38:09,3.64,2,8366.67,5.96,506.69,5606.98,14480.33,TECH-03,False,Intervention sur CNC - MECHANICAL
F-00264,M-061,2025-01-01 00:00:00,QUALITY_ISSUE,HYDRAULIC,MINOR,SENSOR_DRIFT,2025-01-01 00:00:00,2025-01-01 03:12:10,3.2,3,1748.73,4.85,412.06,7717.04,9877.84,TECH-11,True,Intervention sur CNC - HYDRAULIC
F-00265,M-061,2025-04-26 00:00:00,QUALITY_ISSUE,SENSOR,MAJOR,LUBRICATION,2025-04-26 00:00:00,2025-04-26 00:38:21,0.64,2,10629.69,0.82,69.44,1036.29,11735.42,TECH-05,False,Intervention sur CNC - SENSOR
F-00266,M-061,2025-07-11 00:00:00,ALARM,PNEUMATIC,MAJOR,SENSOR_DRIFT,2025-07-11 00:00:00,2025-07-11 02:43:17,2.72,5,1447.8,3.51,298.49,5326.97,7073.25,TECH-19,True,Intervention sur CNC - PNEUMATIC
F-00267,M-061,2025-10-14 00:00:00,ALARM,MECHANICAL,MINOR,VIBRATION,2025-10-14 00:00:00,2025-10-14 04:26:02,4.43,4,7184.14,7.42,630.34,6549.86,14364.33,TECH-13,True,Intervention sur CNC - MECHANICAL
F-00268,M-061,2025-12-26 00:00:00,QUALITY_ISSUE,ELECTRICAL,CRITICAL,EXTERNAL_FACTOR,2025-12-26 00:00:00,2025-12-26 02:46:22,2.77,5,3924.24,4.8,407.78,3204.9,7536.91,TECH-15,False,Intervention sur CNC - ELECTRICAL
F-00269,M-062,2024-02-12 00:00:00,OPERATOR_REPORT,PNEUMATIC,CRITICAL,VIBRATION,2024-02-12 00:00:00,2024-02-12 01:13:02,1.22,5,5994.21,1.94,165.11,2824.98,8984.29,TECH-25,True,Intervention sur CNC - PNEUMATIC
F-00270,M-062,2024-03-31 00:00:00,SCHEDULED_CHECK,SOFTWARE,MAJOR,SENSOR_DRIFT,2024-03-31 00:00:00,2024-03-31 04:14:54,4.25,1,5090.67,7.04,598.08,12007.55,17696.29,TECH-19,True,Intervention sur CNC - SOFTWARE
F-00271,M-062,2024-07-17 00:00:00,SCHEDULED_CHECK,SENSOR,CRITICAL,LUBRICATION,2024-07-17 00:00:00,2024-07-17 01:19:23,1.32,4,10698.63,2.46,208.84,2274.12,13181.6,TECH-23,False,Intervention sur CNC - SENSOR
F-00272,M-062,2024-11-04 00:00:00,QUALITY_ISSUE,HYDRAULIC,CRITICAL,ELECTRICAL_SHORT,2024-11-04 00:00:00,2024-11-04 06:02:46,6.05,2,8553.61,11.33,963.46,10403.17,19920.24,TECH-05,True,Intervention sur CNC - HYDRAULIC
F-00273,M-062,2024-12-13 00:00:00,QUALITY_ISSUE,SOFTWARE,MINOR,VIBRATION,2024-12-13 00:00:00,2024-12-13 00:57:56,0.97,4,9812.52,1.48,125.8,1846.38,11784.7,TECH-17,False,Intervention sur CNC - SOFTWARE
F-00274,M-062,2025-03-23 00:00:00,SCHEDULED_CHECK,PNEUMATIC,CRITICAL,WEAR,2025-03-23 00:00:00,2025-03-23 01:00:53,1.01,5,10825.88,1.44,122.1,2895.53,13843.51,TECH-16,False,Intervention sur CNC - PNEUMATIC
F-00275,M-063,2024-02-14 00:00:00,OPERATOR_REPORT,SENSOR,CRITICAL,OPERATOR_ERROR,2024-02-14 00:00:00,2024-02-14 01:58:31,1.98,1,11793.61,3.11,263.94,2284.45,14342.01,TECH-22,False,Intervention sur CNC - SENSOR
F-00276,M-063,2024-06-01 00:00:00,SCHEDULED_CHECK,MECHANICAL,MAJOR,VIBRATION,2024-06-01 00:00:00,2024-06-01 07:25:17,7.42,1,5306.95,11.0,935.1,21934.43,28176.48,TECH-23,False,Intervention sur CNC - MECHANICAL
F-00277,M-063,2024-09-11 00:00:00,OPERATOR_REPORT,HYDRAULIC,MAJOR,ELECTRICAL_SHORT,2024-09-11 00:00:00,2024-09-11 04:11:00,4.18,2,9552.6,5.98,508.32,4873.93,14934.84,TECH-20,False,Intervention sur CNC - HYDRAULIC
F-00278,M-064,2024-03-06 00:00:00,QUALITY_ISSUE,HYDRAULIC,CRITICAL,DESIGN_FLAW,2024-03-06 00:00:00,2024-03-06 04:13:20,4.22,1,12213.69,5.95,505.68,10140.06,22859.43,TECH-11,True,Intervention sur CNC - HYDRAULIC
F-00279,M-064,2024-04-23 00:00:00,SCHEDULED_CHECK,SENSOR,CRITICAL,ELECTRICAL_SHORT,2024-04-23 00:00:00,2024-04-23 01:39:19,1.66,1,6882.68,2.83,240.64,2353.72,9477.05,TECH-02,True,Intervention sur CNC - SENSOR
F-00280,M-064,2024-07-21 00:00:00,QUALITY_ISSUE,PNEUMATIC,CRITICAL,ELECTRICAL_SHORT,2024-07-21 00:00:00,2024-07-21 02:50:41,2.84,4,6156.02,4.01,340.99,5863.05,12360.06,TECH-13,False,Intervention sur CNC - PNEUMATIC
F-00281,M-064,2024-10-26 00:00:00,OPERATOR_REPORT,SOFTWARE,MAJOR,EXTERNAL_FACTOR,2024-10-26 00:00:00,2024-10-26 03:51:27,3.86,4,9954.96,5.47,464.99,5943.33,16363.27,TECH-15,True,Intervention sur CNC - SOFTWARE
F-00282,M-064,2025-02-19 00:00:00,OPERATOR_REPORT,SENSOR,MINOR,OPERATOR_ERROR,2025-02-19 00:00:00,2025-02-19 00:58:11,0.97,3,622.9,1.22,103.41,1767.65,2493.97,TECH-08,False,Intervention sur CNC - SENSOR
F-00283,M-064,2025-04-22 00:00:00,OPERATOR_REPORT,ELECTRICAL,MINOR,VIBRATION,2025-04-22 00:00:00,2025-04-22 02:51:29,2.86,4,9191.08,3.71,315.21,8333.32,17839.61,TECH-22,True,Intervention sur CNC - ELECTRICAL
F-00284,M-064,2025-06-05 00:00:00,SCHEDULED_CHECK,SOFTWARE,MAJOR,VIBRATION,2025-06-05 00:00:00,2025-06-05 05:58:25,5.97,1,11655.71,10.48,890.53,13949.91,26496.15,TECH-09,True,Intervention sur CNC - SOFTWARE
F-00285,M-064,2025-08-22 00:00:00,QUALITY_ISSUE,PNEUMATIC,CRITICAL,VIBRATION,2025-08-22 00:00:00,2025-08-22 01:31:45,1.53,5,13964.5,2.58,219.46,2075.12,16259.08,TECH-25,False,Intervention sur CNC - PNEUMATIC
F-00286,M-065,2024-02-27 00:00:00,ALARM,SENSOR,MINOR,WEAR,2024-02-27 00:00:00,2024-02-27 00:36:33,0.61,1,4133.65,0.95,80.63,1702.01,5916.29,TECH-22,False,Intervention sur CNC - SENSOR
F-00287,M-067,2024-03-05 00:00:00,OPERATOR_REPORT,ELECTRICAL,MINOR,LUBRICATION,2024-03-05 00:00:00,2024-03-05 03:42:49,3.71,1,6822.84,6.96,591.97,9514.42,16929.23,TECH-13,False,Intervention sur ROBOT - ELECTRICAL
F-00288,M-067,2024-04-19 00:00:00,SCHEDULED_CHECK,SENSOR,CRITICAL,OPERATOR_ERROR,2024-04-19 00:00:00,2024-04-19 00:34:58,0.58,3,9882.58,0.87,73.92,1577.43,11533.94,TECH-21,True,Intervention sur ROBOT - SENSOR
F-00289,M-067,2024-06-10 00:00:00,ALARM,SENSOR,CRITICAL,WEAR,2024-06-10 00:00:00,2024-06-10 01:50:40,1.84,2,5709.29,2.34,198.8,4179.3,10087.39,TECH-01,True,Intervention sur ROBOT - SENSOR
F-00290,M-068,2024-04-02 00:00:00,OPERATOR_REPORT,PNEUMATIC,MAJOR,OVERHEATING,2024-04-02 00:00:00,2024-04-02 02:04:04,2.07,2,14939.59,2.54,216.13,2299.71,17455.43,TECH-21,False,Intervention sur ROBOT - PNEUMATIC
F-00291,M-068,2024-07-27 00:00:00,ALARM,SENSOR,CRITICAL,VIBRATION,2024-07-27 00:00:00,2024-07-27 00:42:44,0.71,1,7332.68,1.38,117.13,777.64,8227.46,TECH-10,True,Intervention sur ROBOT - SENSOR
F-00292,M-069,2024-03-29 00:00:00,QUALITY_ISSUE,SENSOR,MAJOR,OVERHEATING,2024-03-29 00:00:00,2024-03-29 01:14:44,1.25,5,3698.3,2.3,195.21,2307.59,6201.1,TECH-18,True,Intervention sur ROBOT - SENSOR
F-00293,M-069,2024-06-08 00:00:00,OPERATOR_REPORT,ELECTRICAL,CRITICAL,OVERHEATING,2024-06-08 00:00:00,2024-06-08 02:46:45,2.78,5,10596.29,4.57,388.07,5217.56,16201.92,TECH-13,True,Intervention sur ROBOT - ELECTRICAL
F-00294,M-069,2024-07-10 00:00:00,ALARM,PNEUMATIC,CRITICAL,VIBRATION,2024-07-10 00:00:00,2024-07-10 02:24:48,2.41,3,10555.8,4.43,376.2,4711.18,15643.17,TECH-17,False,Intervention sur ROBOT - PNEUMATIC
F-00295,M-069,2024-09-30 00:00:00,OPERATOR_REPORT,ELECTRICAL,MINOR,LUBRICATION,2024-09-30 00:00:00,2024-09-30 02:49:53,2.83,2,9594.28,5.17,439.51,4801.59,14835.38,TECH-04,True,Intervention sur ROBOT - ELECTRICAL
F-00296,M-069,2025-01-17 00:00:00,QUALITY_ISSUE,HYDRAULIC,MAJOR,VIBRATION,2025-01-17 00:00:00,2025-01-17 06:33:10,6.55,2,1269.5,8.45,718.59,8508.36,10496.46,TECH-22,True,Intervention sur ROBOT - HYDRAULIC
F-00297,M-069,2025-02-22 00:00:00,ALARM,SOFTWARE,CRITICAL,OPERATOR_ERROR,2025-02-22 00:00:00,2025-02-22 02:59:32,2.99,5,2014.11,3.72,315.89,6208.21,8538.21,TECH-04,True,Intervention sur ROBOT - SOFTWARE
F-00298,M-069,2025-04-23 00:00:00,QUALITY_ISSUE,SOFTWARE,CRITICAL,CALIBRATION,2025-04-23 00:00:00,2025-04-23 01:45:55,1.77,2,2096.93,2.44,207.41,2602.54,4906.88,TECH-03,False,Intervention sur ROBOT - SOFTWARE
F-00299,M-069,2025-08-05 00:00:00,SCHEDULED_CHECK,PNEUMATIC,CRITICAL,SENSOR_DRIFT,2025-08-05 00:00:00,2025-08-05 02:13:07,2.22,2,7137.23,3.01,255.62,3810.2,11203.05,TECH-02,True,Intervention sur ROBOT - PNEUMATIC
